613,    39    1840
614,    39    1384
615,    70   10528
616,    26     616
617,   132    9232
618,    26     928
619,   132    9232
620,    88    9232
621,    88    9232
622,    88    9232
623,   132    9232
624,    39     624
625,    26    1876
626,   132    9232
627,   132    9232
628,    39     628
629,    39    1888
630,    39    1600
631,    39    4264
632,    39     808
633,    31    3616
634,    39     952
635,    31    3220
636,    57    9232
637,    57    9232
638,    57    9232
639,   132   41524
640,    13     640
641,    52    2752
642,    26     964
643,    26    2896
644,   101    9232
645,   101    9232
646,   101    9232
647,    39    4372
648,    26     648
649,   145    9232
650,    26     976
651,   101    9232
652,    26     736
653,    26    1960
654,   145    9232
655,   145    9232
656,   114    9232
657,    52    1972
658,    52    1672
659,    52    2968
660,   114    9232
661,   114    9232
662,    26    1492
663,    26    4480
664,   114    9232
665,    52    2248
666,   114    9232
667,   145   21688
668,    70    9232
669,    70    9232
670,    70    9232
671,    96   39364
672,    13     672
673,    65    2752
674,   114    9232
675,   114    9232
676,    52    4372
677,    52    4372
678,    52    4372
679,    65    5812
680,    13     680
681,    65   39364
682,    13    1024
683,    39    3076
684,   127    9232
685,   127    9232
686,   127    9232
687,    39    6964
688,    34     688
689,   127    9232
690,   127    9232
691,   127    9232
692,    34     692
693,    34    2080
694,   127    9232
695,   127    9232
696,    34     696
697,   127    9232
698,    34    1048
699,    65    3544
700,    83    9232
701,    83    9232
702,    83    9232
703,   171  250504
704,    21     704
705,    34    2116
706,   127    9232
707,   127    9232
708,    34     708
709,    34    2128
710,    34    1600
711,    65    4804
712,    34     712
713,    26    3616
714,    34    1072
715,    26    3220
716,    34     808
717,    34    2152
718,    52    9232
719,    52    9232
720,    21     720
721,    47    2164
722,    47    2752
723,    47    3256
724,    21     724
725,    21    2176
726,    47    1636
727,    47    4912
728,    96    9232
729,    34    2464
730,    96    9232
731,   140    9232
732,    96    9232
733,    96    9232
734,    47    4192
735,    47   11176
736,    21     736
737,   140    9232
738,    21    1108
739,    21    3328
740,    47     740
741,    47    2224
742,    47    1672
743,    96   14308
744,    21     744
745,    91    8080
746,    21    1120
747,    47    4264
748,    47     952
749,    47    2248
750,    47    2536
751,   140   21688
752,   109    9232
753,    21    2260
754,    65    9232
755,    65    9232
756,   109    9232
757,   109    9232
758,    60    2752
759,    60    5128
760,   109    9232
761,    34    2896
762,   109    9232
763,   153    9232
764,    47    4372
765,    47    4372
766,    47   13120
767,    60   39364
768,    16     768
769,    34    2308
770,    34    1156
771,    34    3472
772,   122    9232
773,   122    9232
774,   122    9232
775,   153    9232
776,   122    9232
777,    34    3940
778,   122    9232
779,    60    3508
780,   122    9232
781,   122    9232
782,   122    9232
783,   122    9232
784,    29     784
785,   122    9232
786,    60    2248
787,    60    3544
788,    29     788
789,    29    2368
790,    78    9232
791,    78    9232
792,    29     792
793,    78    9232
794,    29    1192
795,   104   39364
796,   122    9232
797,   122    9232
798,   122    9232
799,    73   12148
800,    29     800
801,    60    4372
802,    21    1204
803,    21    3616
804,    21    1024
805,    21    2416
806,    21    1816
807,    73   39364
808,    29     808
809,    47    9232
810,    29    1216
811,   135    9232
812,    42     916
813,    42    2440
814,    42    2752
815,   135    9232
816,    29     816
817,    42    2452
818,    42    1384
819,    42    3688
820,    29     820
821,    29    2464
822,   135    9232
823,   135    9232
824,    91    9232
825,   135    9232
826,    91    9232
827,    42    4192
828,    91    9232
829,    91    9232
830,   135    9232
831,   135   18952
832,    16     832
833,    29    2500
834,   135    9232
835,   135    9232
836,    42     836
837,    42    2512
838,    42    1888
839,    86    8080
840,    42     840
841,    42    4264
842,    42    1264
843,    42    3796
844,    42     952
845,    42    2536
846,    34    3220
847,    34    8584
848,    16     848
849,    60    9232
850,    60    9232
851,    60    9232
852,    16     852
853,    16    2560
854,    55    2752
855,    55    5776
856,   104    9232
857,    29    2896
858,   104    9232
859,   148    9232
860,   104    9232
861,   104    9232
862,    42    4372
863,    42   13120
864,   117    9232
865,   148    9232
866,    29    1300
867,    29    3904
868,    29     868
869,    29    2608
870,    29    1960
871,   179  190996
872,   117    9232
873,   148    9232
874,   117    9232
875,    29    3940
876,    55    1672
877,    55    2632
878,    55    2968
879,   148   10024
880,   117    9232
881,   117    9232
882,    29    1492
883,    29    3976
884,   117    9232
885,   117    9232
886,    55    2248
887,    55    5992
888,    73    9232
889,   148   21688
890,    73    9232
891,    47    8584
892,    73    9232
893,    73    9232
894,    99   39364
895,    99   39364
896,    24     896
897,    68    2752
898,   117    9232
899,   117    9232
900,    55    4372
901,    55    4372
902,    55    4372
903,   117    9232
904,    16     904
905,    68    5812
906,    16    1360
907,    55   13120
908,    16    1024
909,    16    2728
910,    42    3076
911,    42    9232
912,    37     912
913,   130    9232
914,   130    9232
915,   130    9232
916,    37     916
917,    37    2752
918,   130    9232
919,   130    9232
920,    37     920
921,   130    9232
922,    37    1384
923,    68   10528
924,   130    9232
925,   130    9232
926,   130    9232
927,   117   15856
928,    24     928
929,   130    9232
930,    37    1396
931,    37    4192
932,    86    9232
933,    86    9232
934,    86    9232
935,   130    9232
936,    24     936
937,   174  250504
938,    24    1408
939,    86    9232
940,   130    9232
941,   130    9232
942,   130    9232
943,    37    9556
944,    37     944
945,    37    2836
946,    37    1600
947,    37    4264
948,    37     948
949,    37    2848
950,    29    3616
951,    29    6424
952,    37     952
953,    29    3220
954,    37    1432
955,    29    4840
956,    55    9232
957,    55    9232
958,    55    9232
959,   130   41524
960,    24     960
961,    50    2884
962,    50    2752
963,    50    4336
964,    24     964
965,    24    2896
966,    24    2176
967,   143    9232
968,    99    9232
969,    50    4912
970,    99    9232
971,    37    4372
972,    99    9232
973,    99    9232
974,   143    9232
975,   143    9880
976,    24     976
977,    99    9232
978,    50    4192
979,    50    4408
980,    24     980
981,    24    2944
982,   143    9232
983,   143    9232
984,    50     984
985,    24    3328
986,    50    1480
987,    37    7504
988,    50    1672
989,    50    2968
990,    99   14308
991,    99   15064
992,   112    9232
993,    94    8080
994,    24    1492
995,    24    4480
996,    50     996
997,    50    2992
998,    50    2248
999,    50   11392
1000,   112    9232
1001,   143   21688
1002,   112    9232
1003,    42    8584
1004,    68    9232
1005,    68    9232
1006,    68    9232
1007,    94   39364
1008,   112    9232
1009,   112    9232
1010,    63    2752
1011,    63    4552
1012,   112    9232
1013,   112    9232
1014,    37    2896
1015,    37    6856
1016,    50    4372
1017,   156    9232
1018,    50    4372
1019,    63    5812
1020,    50   13120
1021,    50   13120
1022,    63   39364
1023,    63  118096
1024,    11    1024
1025,    37    3076
1026,    37    1540
1027,    37    4624
1028,   125    9232
1029,   125    9232
1030,   125    9232
1031,    37    6964
1032,   125    9232
1033,   156    9232
1034,   125    9232
1035,   125    9232
1036,   125    9232
1037,   125    9232
1038,    63    3508
1039,    63   10528
1040,    32    1040
1041,   125    9232
1042,   125    9232
1043,   125    9232
1044,    32    1044
1045,    32    3136
1046,   125    9232
1047,   125    9232
1048,    32    1048
1049,    63    3544
1050,    32    1576
1051,    94   45520
1052,    81    9232
1053,    81    9232
1054,    81    9232
1055,   169  250504
1056,    32    1056
1057,    81    9232
1058,    32    1588
1059,    32    4768
1060,   125    9232
1061,   125    9232
1062,   125    9232
1063,    76    8080
1064,    32    1064
1065,    76   12148
1066,    32    1600
1067,    63    4804
1068,    24    1204
1069,    24    3208
1070,    24    3616
1071,   169   10852
1072,    32    1072
1073,    24    3220
1074,    24    1816
1075,    24    4840
1076,    32    1076
1077,    32    3232
1078,    50    9232
1079,    50    9232
1080,    45    1080
1081,   138    9232
1082,    45    1624
1083,   138    9232
1084,    45    2752
1085,    45    3256
1086,   138    9232
1087,   138   24784
1088,    19    1088
1089,    45    3268
1090,    45    1636
1091,    45    4912
1092,    32    1092
1093,    32    3280
1094,    32    2464
1095,    76    7396
1096,    94    9232
1097,   138    9232
1098,    94    9232
1099,    32    4948
1100,    94    9232
1101,    94    9232
1102,    45    4192
1103,    45   11176
1104,    19    1104
1105,    94    9232
1106,   138    9232
1107,   138    9232
1108,    19    1108
1109,    19    3328
1110,    32    2500
1111,    32    7504
1112,    45    1112
1113,   138    9232
1114,    45    1672
1115,    94   14308
1116,    45    1888
1117,    45    3352
1118,    89    8080
1119,    89   17008
1120,    19    1120
1121,    45    4264
1122,    45    1684
1123,    45    5056
1124,    45    1124
1125,    45    3376
1126,    45    2536
1127,   138   21688
1128,    19    1128
1129,    37    8584
1130,    19    1696
1131,    37    5092
1132,    63    9232
1133,    63    9232
1134,    63    9232
1135,    63   14560
1136,   107    9232
1137,    19    3412
1138,    58    2752
1139,    58    5128
1140,   107    9232
1141,   107    9232
1142,    32    2896
1143,    32    7720
1144,   107    9232
1145,   151    9232
1146,   107    9232
1147,    58    5812
1148,    45    4372
1149,    45    4372
1150,    45   13120
1151,    58   39364
1152,    27    1152
1153,   151    9232
1154,    32    1732
1155,    32    5200
1156,    32    1156
1157,    32    3472
1158,    32    2608
1159,    58    7828
1160,   120    9232
1161,   182  190996
1162,   120    9232
1163,   151    9232
1164,   120    9232
1165,   120    9232
1166,    32    3940
1167,    32   11824
1168,   120    9232
1169,    58    3508
1170,    58    2968
1171,    58    5272
1172,   120    9232
1173,   120    9232
1174,   120    9232
1175,   120    9232
1176,   120    9232
1177,    32    3976
1178,   120    9232
1179,    58   13444
1180,    58    2248
1181,    58    3544
1182,    58    5992
1183,    89   45520
1184,    27    1184
1185,   151   21688
1186,    76    9232
1187,    76    9232
1188,    76    9232
1189,    76    9232
1190,    76    9232
1191,    50   15280
1192,    27    1192
1193,   102   39364
1194,    27    1792
1195,   120    9232
1196,   120    9232
1197,   120    9232
1198,   120    9232
1199,    71   12148
1200,    19    1200
1201,    58    4372
1202,    58    4372
1203,    58    5416
1204,    19    1204
1205,    19    3616
1206,    71    5812
1207,    71    8152
1208,    19    1208
1209,    58   13120
1210,    19    1816
1211,    71   39364
1212,    45    3076
1213,    45    3640
1214,    45    9232
1215,   164   27700
1216,    27    1216
1217,   133    9232
1218,   133    9232
1219,   133    9232
1220,    40    1220
1221,    40    3664
1222,    40    2752
1223,   133    9232
1224,    40    1224
1225,   133    9232
1226,    40    1840
1227,   133    9232
1228,    40    1384
1229,    40    3688
1230,    71   10528
1231,    71   12472
1232,    27    1232
1233,   133    9232
1234,   133    9232
1235,   133    9232
1236,    27    1236
1237,    27    3712
1238,   133    9232
1239,   133    9232
1240,    89    9232
1241,    40    4192
1242,    89    9232
1243,    71    9448
1244,    89    9232
1245,    89    9232
1246,   133    9232
1247,   133   18952
1248,    40    1248
1249,   177  250504
1250,    27    1876
1251,    27    5632
1252,   133    9232
1253,   133    9232
1254,   133    9232
1255,    89   14308
1256,    40    1256
1257,    40    9556
1258,    40    1888
1259,    84    8080
1260,    40    1600
1261,    40    3784
1262,    40    4264
1263,   177  138400
1264,    40    1264
1265,    40    3796
1266,    32    3616
1267,    32    5704
1268,    40    1268
1269,    40    3808
1270,    32    3220
1271,    32    8584
1272,    58    9232
1273,    32    4840
1274,    58    9232
1275,    84   39364
1276,    58    9232
1277,    58    9232
1278,   133   41524
1279,   133   65608
1280,    14    1280
1281,    53    3844
1282,    53    2752
1283,    53    5776
1284,    27    1284
1285,    27    3856
1286,    27    2896
1287,   146    9232
1288,   102    9232
1289,   146    9232
1290,   102    9232
1291,    53    5812
1292,   102    9232
1293,   102    9232
1294,    40    4372
1295,    40   13120
1296,    27    1296
1297,   102    9232
1298,   146    9232
1299,   146    9232
1300,    27    1300
1301,    27    3904
1302,   102    9232
1303,   102    9232
1304,    27    1304
1305,    53    4408
1306,    27    1960
1307,   177  190996
1308,   146    9232
1309,   146    9232
1310,   146    9232
1311,   102   19924
1312,   115    9232
1313,    27    3940
1314,    53    1972
1315,    53    5920
1316,    53    1672
1317,    53    3952
1318,    53    2968
1319,   146   10024
1320,   115    9232
1321,   102   15064
1322,   115    9232
1323,    53    5956
1324,    27    1492
1325,    27    3976
1326,    27    4480
1327,    53   13444
1328,   115    9232
1329,    53    3988
1330,    53    2248
1331,    53    5992
1332,   115    9232
1333,   115    9232
1334,   146   21688
1335,   146   21688
1336,    71    9232
1337,    45    8584
1338,    71    9232
1339,    27    6784
1340,    71    9232
1341,    71    9232
1342,    97   39364
1343,    97   39364
1344,    14    1344
1345,   115    9232
1346,    66    2752
1347,    66    6064
1348,   115    9232
1349,   115    9232
1350,   115    9232
1351,   159   17332
1352,    53    4372
1353,    40    6856
1354,    53    4372
1355,   115    9232
1356,    53    4372
1357,    53    4372
1358,    66    5812
1359,    66   13768
1360,    14    1360
1361,    53   13120
1362,    66   39364
1363,    66   39364
1364,    14    1364
1365,    14    4096
1366,    40    3076
1367,    40    9232
1368,   128    9232
1369,    40    4624
1370,   128    9232
1371,   115   10420
1372,   128    9232
1373,   128    9232
1374,    40    6964
1375,    40   20896
1376,    35    1376
1377,   159    9232
1378,   128    9232
1379,   128    9232
1380,   128    9232
1381,   128    9232
1382,   128    9232
1383,    97   95956
1384,    35    1384
1385,    66   10528
1386,    35    2080
1387,    66    6244
1388,   128    9232
1389,   128    9232
1390,   128    9232
1391,   115   15856
1392,    35    1392
1393,    35    4180
1394,   128    9232
1395,   128    9232
1396,    35    1396
1397,    35    4192
1398,    66    3544
1399,    66    9448
1400,    84    9232
1401,    97   45520
1402,    84    9232
1403,   128    9232
1404,    84    9232
1405,    84    9232
1406,   172  250504
1407,   172  250504
1408,    22    1408
1409,    84    9232
1410,    35    2116
1411,    35    6352
1412,   128    9232
1413,   128    9232
1414,   128    9232
1415,    35    9556
1416,    35    1416
1417,    79    8080
1418,    35    2128
1419,   128    9232
1420,    35    1600
1421,    35    4264
1422,    66    4804
1423,    66   14416
1424,    35    1424
1425,    27    4276
1426,    27    3616
1427,    27    6424
1428,    35    1428
1429,    35    4288
1430,    27    3220
1431,    27    9664
1432,    35    1432
1433,    27    4840
1434,    35    2152
1435,    79   39364
1436,    53    9232
1437,    53    9232
1438,    53    9232
1439,   128   41524
1440,    22    1440
1441,   141    9232
1442,    48    2164
1443,    48    6496
1444,    48    2752
1445,    48    4336
1446,    48    3256
1447,    53   10996
1448,    22    1448
1449,   141   24784
1450,    22    2176
1451,   141    9232
1452,    48    1636
1453,    48    4360
1454,    48    4912
1455,   141   14740
1456,    97    9232
1457,    35    4372
1458,    35    2464
1459,    35    6568
1460,    97    9232
1461,    97    9232
1462,   141    9232
1463,   141    9880
1464,    97    9232
1465,    35    4948
1466,    97    9232
1467,   141    9232
1468,    48    4192
1469,    48    4408
1470,    48   11176
1471,   172  190996
1472,    22    1472
1473,    97    9232
1474,   141    9232
1475,   141    9232
1476,    22    1476
1477,    22    4432
1478,    22    3328
1479,    97    9988
1480,    48    1480
1481,    35    7504
1482,    48    2224
1483,   141    9232
1484,    48    1672
1485,    48    4456
1486,    97   14308
1487,    97   15064
1488,    22    1488
1489,    48    4468
1490,    92    8080
1491,    92    8080
1492,    22    1492
1493,    22    4480
1494,    48    4264
1495,    48   10096
1496,    48    1496
1497,    48    5056
1498,    48    2248
1499,    48   11392
1500,    48    2536
1501,    48    4504
1502,   141   21688
1503,   141   22840
1504,   110    9232
1505,    40    8584
1506,    22    2260
1507,    22    6784
1508,    66    9232
1509,    66    9232
1510,    66    9232
1511,    92   39364
1512,   110    9232
1513,    66   14560
1514,   110    9232
1515,   141   65608
1516,    61    2752
1517,    61    4552
1518,    61    5128
1519,   154   25972
1520,   110    9232
1521,   110    9232
1522,    35    2896
1523,    35    6856
1524,   110    9232
1525,   110    9232
1526,   154    9232
1527,   154   10312
1528,    48    4372
1529,    61    5812
1530,    48    4372
1531,    61    8728
1532,    48   13120
1533,    48   13120
1534,    61   39364
1535,    61  118096
1536,    17    1536
1537,   154    9232
1538,    35    2308
1539,    35    6928
1540,    35    1540
1541,    35    4624
1542,    35    3472
1543,   110   10420
1544,   123    9232
1545,    61    7828
1546,   123    9232
1547,    35    6964
1548,   123    9232
1549,   123    9232
1550,   154    9232
1551,   154   15712
1552,   123    9232
1553,   123    9232
1554,    35    3940
1555,    35    7000
1556,   123    9232
1557,   123    9232
1558,    61    3508
1559,    61   10528
1560,   123    9232
1561,    61    5272
1562,   123    9232
1563,   154   26728
1564,   123    9232
1565,   123    9232
1566,   123    9232
1567,    61   23812
1568,    30    1568
1569,    35    4708
1570,   123    9232
1571,   123    9232
1572,    61    2248
1573,    61    4720
1574,    61    3544
1575,    61   11968
1576,    30    1576
1577,    92   45520
1578,    30    2368
1579,   123    9232
1580,    79    9232
1581,    79    9232
1582,    79    9232
1583,   167  250504
1584,    30    1584
1585,    79    9232
1586,    79    9232
1587,    79    9232
1588,    30    1588
1589,    30    4768
1590,   105   39364
1591,   105   39364
1592,   123    9232
1593,   123    9232
1594,   123    9232
1595,    74    8080
1596,   123    9232
1597,   123    9232
1598,    74   12148
1599,    74   36448
1600,    30    1600
1601,    61    4804
1602,    61    4372
1603,    61    7216
1604,    22    1604
1605,    22    4816
1606,    22    3616
1607,   167   10852
1608,    22    1608
1609,    74    8152
1610,    22    2416
1611,    22    7252
1612,    22    1816
1613,    22    4840
1614,    74   39364
1615,    74   39364
1616,    30    1616
1617,    48    4852
1618,    48    9232
1619,    48    9232
1620,    30    1620
1621,    30    4864
1622,   136    9232
1623,   136   10960
1624,    43    1624
1625,   136    9232
1626,    43    2440
1627,    74   13912
1628,    43    2752
1629,    43    4888
1630,   136    9232
1631,   136   24784
1632,    30    1632
1633,   136    9232
1634,    43    2452
1635,    43    7360
1636,    43    1636
1637,    43    4912
1638,    43    3688
1639,   105   95956
1640,    30    1640
1641,    74   12472
1642,    30    2464
1643,    74    7396
1644,   136    9232
1645,   136    9232
1646,   136    9232
1647,   136   18772
1648,    92    9232
1649,    30    4948
1650,   136    9232
1651,   136    9232
1652,    92    9232
1653,    92    9232
1654,    43    4192
1655,    43   11176
1656,    92    9232
1657,    74    9448
1658,    92    9232
1659,    43    8404
1660,   136    9232
1661,   136    9232
1662,   136   18952
1663,    74   95956
1664,    17    1664
1665,   180  250504
1666,    30    2500
1667,    30    7504
1668,   136    9232
1669,   136    9232
1670,   136    9232
1671,    43   11284
1672,    43    1672
1673,    92   14308
1674,    43    2512
1675,   136    9232
1676,    43    1888
1677,    43    5032
1678,    87    8080
1679,    87   17008
1680,    43    1680
1681,    43    5044
1682,    43    4264
1683,    43    7576
1684,    43    1684
1685,    43    5056
1686,    43    3796
1687,    43   11392
1688,    43    1688
1689,    35    5704
1690,    43    2536
1691,   136   21688
1692,    35    3220
1693,    35    5080
