  1,     0       0
  2,     2       2
  3,     8      16
  4,     3       4
  5,     6      16
  6,     9      16
  7,    17      52
  8,     4       8
  9,    20      52
 10,     7      16
 11,    15      52
 12,    10      16
 13,    10      40
 14,    18      52
 15,    18     160
 16,     5      16
 17,    13      52
 18,    21      52
 19,    21      88
 20,     8      20
 21,     8      64
 22,    16      52
 23,    16     160
 24,    11      24
 25,    24      88
 26,    11      40
 27,   112    9232
 28,    19      52
 29,    19      88
 30,    19     160
 31,   107    9232
 32,     6      32
 33,    27     100
 34,    14      52
 35,    14     160
 36,    22      52
 37,    22     112
 38,    22      88
 39,    35     304
 40,     9      40
 41,   110    9232
 42,     9      64
 43,    30     196
 44,    17      52
 45,    17     136
 46,    17     160
 47,   105    9232
 48,    12      48
 49,    25     148
 50,    25      88
 51,    25     232
 52,    12      52
 53,    12     160
 54,   113    9232
 55,   113    9232
 56,    20      56
 57,    33     196
 58,    20      88
 59,    33     304
 60,    20     160
 61,    20     184
 62,   108    9232
 63,   108    9232
 64,     7      64
 65,    28     196
 66,    28     100
 67,    28     304
 68,    15      68
 69,    15     208
 70,    15     160
 71,   103    9232
 72,    23      72
 73,   116    9232
 74,    23     112
 75,    15     340
 76,    23      88
 77,    23     232
 78,    36     304
 79,    36     808
 80,    10      80
 81,    23     244
 82,   111    9232
 83,   111    9232
 84,    10      84
 85,    10     256
 86,    31     196
 87,    31     592
 88,    18      88
 89,    31     304
 90,    18     136
 91,    93    9232
 92,    18     160
 93,    18     280
 94,   106    9232
 95,   106    9232
 96,    13      96
 97,   119    9232
 98,    26     148
 99,    26     448
100,    26     100
101,    26     304
102,    26     232
103,    88    9232
104,    13     104
105,    39     808
106,    13     160
107,   101    9232
108,   114    9232
109,   114    9232
110,   114    9232
111,    70    9232
112,    21     112
113,    13     340
114,    34     196
115,    34     520
116,    21     116
117,    21     352
118,    34     304
119,    34     808
120,    21     160
121,    96    9232
122,    21     184
123,    47     628
124,   109    9232
125,   109    9232
126,   109    9232
127,    47    4372
128,     8     128
129,   122    9232
130,    29     196
131,    29     592
132,    29     132
133,    29     400
134,    29     304
135,    42     916
136,    16     136
137,    91    9232
138,    16     208
139,    42     628
140,    16     160
141,    16     424
142,   104    9232
143,   104    9232
144,    24     144
145,   117    9232
146,   117    9232
147,   117    9232
148,    24     148
149,    24     448
150,    16     340
151,    16    1024
152,    24     152
153,    37     520
154,    24     232
155,    86    9232
156,    37     304
157,    37     472
158,    37     808
159,    55    9232
160,    11     160
161,    99    9232
162,    24     244
163,    24     736
164,   112    9232
165,   112    9232
166,   112    9232
167,    68    9232
168,    11     168
169,    50    4372
170,    11     256
171,   125    9232
172,    32     196
173,    32     520
174,    32     592
175,    81    9232
176,    19     176
177,    32     532
178,    32     304
179,    32     808
180,    19     180
181,    19     544
182,    94    9232
183,    94    9232
184,    19     184
185,    45     628
186,    19     280
187,    45     952
188,   107    9232
189,   107    9232
190,   107    9232
191,    45    4372
192,    14     192
193,   120    9232
194,   120    9232
195,   120    9232
196,    27     196
197,    27     592
198,    27     448
199,   120    9232
200,    27     200
201,    19    1024
202,    27     304
203,    40     916
204,    27     232
205,    27     616
206,    89    9232
207,    89    9232
208,    14     208
209,    40     628
210,    40     808
211,    40     952
212,    14     212
213,    14     640
214,   102    9232
215,   102    9232
216,   115    9232
217,    27     736
218,   115    9232
219,    53    1672
220,   115    9232
221,   115    9232
222,    71    9232
223,    71    9232
224,    22     224
225,    53    4372
226,    14     340
227,    14    1024
228,    35     228
229,    35     688
230,    35     520
231,   128    9232
232,    22     232
233,    84    9232
234,    22     352
235,   128    9232
236,    35     304
237,    35     712
238,    35     808
239,    53    9232
240,    22     240
241,    22     724
242,    97    9232
243,    97    9232
244,    22     244
245,    22     736
246,    48     628
247,    48    1672
248,   110    9232
249,    48     952
250,   110    9232
251,    66    9232
252,   110    9232
253,   110    9232
254,    48    4372
255,    48   13120
256,     9     256
257,   123    9232
258,   123    9232
259,   123    9232
260,    30     260
261,    30     784
262,    30     592
263,    79    9232
264,    30     264
265,   123    9232
266,    30     400
267,    22    1204
268,    30     304
269,    30     808
270,    43     916
271,    43    2752
272,    17     272
273,    30     820
274,    92    9232
275,    92    9232
276,    17     276
277,    17     832
278,    43     628
279,    43    1888
280,    17     280
281,    43     952
282,    17     424
283,    61    9232
284,   105    9232
285,   105    9232
286,   105    9232
287,    43    4372
288,    25     288
289,    30     868
290,   118    9232
291,   118    9232
292,   118    9232
293,   118    9232
294,   118    9232
295,    56    2248
296,    25     296
297,    74    9232
298,    25     448
299,   118    9232
300,    17     340
301,    17     904
302,    17    1024
303,    43    3076
304,    25     304
305,    38     916
306,    38     520
307,    38    1384
308,    25     308
309,    25     928
310,    87    9232
311,    87    9232
312,    38     312
313,   131    9232
314,    38     472
315,    38    1600
316,    38     808
317,    38     952
318,    56    9232
319,    56    9232
320,    12     320
321,    25     964
322,   100    9232
323,   100    9232
324,    25     324
325,    25     976
326,    25     736
327,   144    9232
328,   113    9232
329,    51    1672
330,   113    9232
331,    25    1492
332,   113    9232
333,   113    9232
334,    69    9232
335,    69    9232
336,    12     336
337,   113    9232
338,    51    4372
339,    51    4372
340,    12     340
341,    12    1024
342,   126    9232
343,   126    9232
344,    33     344
345,   126    9232
346,    33     520
347,   126    9232
348,    33     592
349,    33    1048
350,    82    9232
351,    82    9232
352,    20     352
353,   126    9232
354,    33     532
355,    33    1600
356,    33     356
357,    33    1072
358,    33     808
359,    51    9232
360,    20     360
361,    46    2752
362,    20     544
363,    46    1636
364,    95    9232
365,    95    9232
366,    95    9232
367,    46    4192
368,    20     368
369,    20    1108
370,    46     628
371,    46    1672
372,    20     372
373,    20    1120
374,    46     952
375,    46    2536
376,   108    9232
377,    64    9232
378,   108    9232
379,    59    2752
380,   108    9232
381,   108    9232
382,    46    4372
383,    46   13120
384,    15     384
385,    33    1156
386,   121    9232
387,   121    9232
388,   121    9232
389,   121    9232
390,   121    9232
391,   121    9232
392,    28     392
393,    59    2248
394,    28     592
395,    77    9232
396,    28     448
397,    28    1192
398,   121    9232
399,   121    9232
400,    28     400
401,    20    1204
402,    20    1024
403,    20    1816
404,    28     404
405,    28    1216
406,    41     916
407,    41    2752
408,    28     408
409,    41    1384
410,    28     616
411,   134    9232
412,    90    9232
413,    90    9232
414,    90    9232
415,   134    9232
416,    15     416
417,   134    9232
418,    41     628
419,    41    1888
420,    41     808
421,    41    1264
422,    41     952
423,    33    3220
424,    15     424
425,    59    9232
426,    15     640
427,    54    2752
428,   103    9232
429,   103    9232
430,   103    9232
431,    41    4372
432,   116    9232
433,    28    1300
434,    28     736
435,    28    1960
436,   116    9232
437,   116    9232
438,    54    1672
439,    54    2968
440,   116    9232
441,    28    1492
442,   116    9232
443,    54    2248
444,    72    9232
445,    72    9232
446,    72    9232
447,    98   39364
448,    23     448
449,   116    9232
450,    54    4372
451,    54    4372
452,    15     452
453,    15    1360
454,    15    1024
455,    41    3076
456,    36     456
457,   129    9232
458,    36     688
459,   129    9232
460,    36     520
461,    36    1384
462,   129    9232
463,   129    9232
464,    23     464
465,    36    1396
466,    85    9232
467,    85    9232
468,    23     468
469,    23    1408
470,   129    9232
471,   129    9232
472,    36     472
473,    36    1600
474,    36     712
475,    28    3616
476,    36     808
477,    36    1432
478,    54    9232
479,    54    9232
480,    23     480
481,    49    2752
482,    23     724
483,    23    2176
484,    98    9232
485,    98    9232
486,    98    9232
487,   142    9232
488,    23     488
489,    49    4192
490,    23     736
491,   142    9232
492,    49     628
493,    49    1480
494,    49    1672
495,    98   14308
496,   111    9232
497,    23    1492
498,    49     952
499,    49    2248
500,   111    9232
501,   111    9232
502,    67    9232
503,    67    9232
504,   111    9232
505,    62    2752
506,   111    9232
507,    36    2896
508,    49    4372
509,    49    4372
510,    49   13120
511,    62   39364
512,    10     512
513,    36    1540
514,   124    9232
515,   124    9232
516,   124    9232
517,   124    9232
518,   124    9232
519,    62    3508
520,    31     520
521,   124    9232
522,    31     784
523,   124    9232
524,    31     592
525,    31    1576
526,    80    9232
527,    80    9232
528,    31     528
529,    31    1588
530,   124    9232
531,   124    9232
532,    31     532
533,    31    1600
534,    23    1204
535,    23    3616
536,    31     536
537,    23    1816
538,    31     808
539,    49    9232
540,    44     916
541,    44    1624
542,    44    2752
543,   137    9232
544,    18     544
545,    44    1636
546,    31     820
547,    31    2464
548,    93    9232
549,    93    9232
550,    93    9232
551,    44    4192
552,    18     552
553,   137    9232
554,    18     832
555,    31    2500
556,    44     628
557,    44    1672
558,    44    1888
559,    88    8080
560,    18     560
561,    44    1684
562,    44     952
563,    44    2536
564,    18     564
565,    18    1696
566,    62    9232
567,    62    9232
568,   106    9232
569,    57    2752
570,   106    9232
571,    31    2896
572,   106    9232
573,   106    9232
574,    44    4372
575,    44   13120
576,    26     576
577,    31    1732
578,    31     868
579,    31    2608
580,   119    9232
581,   119    9232
582,   119    9232
583,    31    3940
584,   119    9232
585,    57    2968
586,   119    9232
587,   119    9232
588,   119    9232
589,   119    9232
590,    57    2248
591,    57    5992
592,    26     592
593,    75    9232
594,    75    9232
595,    75    9232
596,    26     596
597,    26    1792
598,   119    9232
599,   119    9232
600,    18     600
601,    57    4372
602,    18     904
603,    70    5812
604,    18    1024
605,    18    1816
606,    44    3076
607,    44    9232
608,    26     608
609,   132    9232
610,    39     916
611,    39    2752
612,    39     612
